Id,airline_sentiment,airline,text,retweet_count,user_timezone
7836,positive,Delta,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,0,
1326,negative,US Airways,@USAirways flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?,0,
6130,positive,Virgin America,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,0,Eastern Time (US & Canada)
475,negative,US Airways,@USAirways now on hold for 2 hrs 20 min. This is ridiculous,0,Eastern Time (US & Canada)
2810,negative,US Airways,@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways,0,
6553,positive,United,@united Thanks! Just DMed HN.,0,
1651,negative,US Airways,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?,0,Eastern Time (US & Canada)
8081,positive,US Airways,"@USAirways Awesome USAir, TYSVM &lt;3",0,Central America
7435,positive,Delta,"@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy",0,Eastern Time (US & Canada)
2528,negative,American,@AmericanAir I get &amp; can appreciate that. I've just had so many problems in the last year flying with guys... Pretty aggravating.,0,Central Time (US & Canada)
1206,negative,American,@AmericanAir instead they yelled at him and told him to call a number that will not pick up due to call volume,0,Eastern Time (US & Canada)
7713,positive,Delta,@JetBlue Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!,0,Eastern Time (US & Canada)
6710,positive,United,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job,0,Quito
7824,positive,Delta,@JetBlue thanks!,0,Eastern Time (US & Canada)
867,negative,Delta,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",0,Central Time (US & Canada)
2974,negative,United,@united Pay for my hotel.... I'm a broke student #help,0,Quito
7771,positive,Delta,@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U,0,Quito
541,negative,US Airways,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly,0,Eastern Time (US & Canada)
1132,negative,United,@united Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,1,
8324,positive,American,"@AmericanAir sure, thank you!",0,Central Time (US & Canada)
6872,positive,Southwest,@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!,0,Central Time (US & Canada)
6577,positive,United,"@united thanks, that would be awesome.",0,London
2962,negative,American,@AmericanAir - And @AirSouthwest  had a flight from Chicago to Buffalo about an hour before our flight -- do they not care about safety?,0,
6987,positive,Southwest,"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",0,Central Time (US & Canada)
8407,positive,American,@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome,0,Pacific Time (US & Canada)
2583,negative,United,@united you'd learn if you listen to your customers...you do want you want...@VirginAmerica asks their customer what they want,0,Pacific Time (US & Canada)
2813,negative,United,"@united what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection",0,Eastern Time (US & Canada)
6764,positive,Southwest,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",0,Central Time (US & Canada)
7538,positive,Delta,@JetBlue thanks for update http://t.co/K7uBOTMr1r,0,
7614,positive,Delta,@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,0,Eastern Time (US & Canada)
8054,positive,US Airways,@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd,0,Eastern Time (US & Canada)
2630,negative,Delta,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?,0,Eastern Time (US & Canada)
6973,positive,Southwest,@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines 😏,0,Atlantic Time (Canada)
7638,positive,Delta,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",0,
1080,negative,Delta,@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎,0,Quito
2085,negative,Delta,@JetBlue something they're not telling us (2),0,Central Time (US & Canada)
2452,negative,Southwest,@SouthwestAir how come I'm not getting my points after I buy from the rapid reward shopping site?,0,
2023,negative,US Airways,@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done,0,Central Time (US & Canada)
6702,positive,United,"Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options""",0,Mountain Time (US & Canada)
226,negative,US Airways,@USAirways @rylietolbert15 wow you wouldn't say,0,Eastern Time (US & Canada)
1013,negative,American,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",0,Central Time (US & Canada)
1929,negative,American,@AmericanAir I've never witnessed such covert tactics from an airline.,0,Eastern Time (US & Canada)
6156,positive,Virgin America,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",0,
1404,negative,US Airways,"@USAirways but wait! They are booked, along with all other hotels nearby. I was sent anyway, to the hotel managers disbelief.",0,Eastern Time (US & Canada)
2179,negative,US Airways,@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies,0,
697,negative,Southwest,@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,0,Eastern Time (US & Canada)
1124,negative,United,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",0,Central Time (US & Canada)
1778,negative,US Airways,@USAirways nope not yet...,0,
2634,negative,Southwest,@SouthwestAir my pts expired. I made a prchase @ an online retailer to b told by SW that those won't show for 6-8 wks so too L8 2 keepmy pts,0,
1037,negative,Southwest,@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.,0,
2256,negative,Delta,@JetBlue Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now.,0,
2613,negative,US Airways,"@Usairways thanks for making miss connection, getting rebooked, missing that too, and a miserable day. Started my day @ 4:30am for nothing!",0,
313,negative,American,@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.,0,
2649,negative,US Airways,@USAirways  and now I'm going to miss my G'ma's Memorial because I didn't #FlyDelta.,1,
2281,negative,United,"@united  delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695",0,Atlantic Time (Canada)
6256,positive,United,@united follow me please this airline is beautifull ♥,0,Central Time (US & Canada)
2547,negative,US Airways,@USAirways enormous lines at customer service and two agents what kind of service is that .. http://t.co/ffanixJhwh,0,Atlantic Time (Canada)
2159,negative,Southwest,@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.,0,Atlantic Time (Canada)
7237,positive,Southwest,@SouthwestAir thanks for your excellent response time and assistance! All set :),0,
1428,negative,American,@AmericanAir I can't get through to a customer rep to help me out. This is the only option I have got.,0,
8249,positive,American,@AmericanAir thank you,0,Central Time (US & Canada)
2520,negative,US Airways,"@USAirways Yes, there is horrible snow. But seriously, can you not hire more people to answer the phones? Competitor have call back numbers.",0,Atlantic Time (Canada)
6315,positive,United,@united ok. I just submitted. Thanks for the opportunity to give feedback.,0,Central Time (US & Canada)
6453,positive,United,@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,0,Eastern Time (US & Canada)
6557,positive,United,@united thnx ^LO :-),0,Amsterdam
448,negative,Delta,@JetBlue Landed at MCO before 9am and still don't have my bag. You were supposed to give it to Disney's Magical Express this AM.I am livid!,0,Eastern Time (US & Canada)
1284,negative,US Airways,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",0,
361,negative,United,"@united feeling poor on the church-mouse level here, 180 dollars is enough to make a grown man cry. I'm not a grown man but tears happened",0,Mountain Time (US & Canada)
7018,positive,Southwest,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.,0,Eastern Time (US & Canada)
6942,positive,Southwest,@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ,0,Eastern Time (US & Canada)
2460,negative,United,"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email.",0,
22,negative,Southwest,@SouthwestAir I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.,0,Pacific Time (US & Canada)
2066,negative,United,"@united will flight 5559 to YYC be providing free food when we are allowed back on board  after the ""broken lightbulb""",0,
1653,negative,Virgin America,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,0,Eastern Time (US & Canada)
702,negative,US Airways,"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!",0,Eastern Time (US & Canada)
6317,positive,United,"@united I will, as soon as I am done with my article.  Thanks!  ~Tom",0,Eastern Time (US & Canada)
2743,negative,Southwest,@SouthwestAir I don't have a conference number.  I spoke with Courtney in Texas and David before that. they finally fixed mine after an hour,0,
1376,negative,US Airways,"@USAirways any updates on Flt 1848, here at the gate and they have no expected time of departure",0,Eastern Time (US & Canada)
7080,positive,Southwest,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,0,Eastern Time (US & Canada)
2468,negative,Southwest,@SouthwestAir Hoping you answer the phone today?,0,Arizona
2325,negative,American,@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.,0,
460,negative,American,@AmericanAir has to be the worst airline in the world #yousuck #horrible #Oscars2015,0,
1486,negative,Southwest,@SouthwestAir A-List Pref credit card holder called exclusive # and hung up after on hold for 14 min. What gives???,0,Pacific Time (US & Canada)
282,negative,Delta,"@JetBlue the first place but I really didn't need the extra stress at this already terrible time. Oh by the way, I made the flight with 30",0,Pacific Time (US & Canada)
6135,positive,Virgin America,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,0,
2581,negative,United,"@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day.",0,London
1368,negative,United,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,0,Pacific Time (US & Canada)
7851,positive,Delta,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5,0,
597,negative,Southwest,"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.",0,Eastern Time (US & Canada)
7075,positive,Southwest,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,0,Eastern Time (US & Canada)
646,negative,US Airways,@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,0,Eastern Time (US & Canada)
8202,positive,American,@AmericanAir my boss is :),0,
6688,positive,United,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks,0,
2990,negative,American,@AmericanAir I booked it on US Airways site. Don't see a Cancelled Flight link :(,0,Pacific Time (US & Canada)
7748,positive,Delta,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,0,
2544,negative,Southwest,@SouthwestAir where do we start? I've already wasted 1.5 hrs of phone wait time already :-(,0,Central Time (US & Canada)
6487,positive,United,"@United, will you fill it? Yes they will. Thanks! #BringYourOwn, @kleankanteen http://t.co/daaa0rqBXW",0,Mountain Time (US & Canada)
6394,positive,United,"@united on 2/20 Denver AP, gate B91 (destination Santa Fe), agent Ashley did an amazing job in the face of an angry traveler. Kudos.",0,Central Time (US & Canada)
2160,negative,American,"@AmericanAir Okay, I think 1565 has waited long enough for a gate at DFW...",0,Central Time (US & Canada)
685,negative,Delta,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight.",0,Quito
6749,positive,Southwest,@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,0,
2837,negative,Southwest,@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated,0,
7628,positive,Delta,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,0,Eastern Time (US & Canada)
2230,negative,United,@united no wifi on flight ua688. SF to ORD. Really?  Wow,0,
7216,positive,Southwest,@SouthwestAir Thank you for your time!,0,Atlantic Time (Canada)
2320,negative,US Airways,@USAirways color me confused but why would i need to call and do this. Update your procedures and policies. You can see who is connecting,0,Central Time (US & Canada)
521,negative,American,"@AmericanAir Hey, AA! There was a mistake made by your CR on my Flight Booking Problems. When I call your reservations #, I keep getting hung up on. Advise.",2,
522,negative,Southwest,@SouthwestAir you guys need better communication to your customers. This is rude and unprofessional.,0,Central Time (US & Canada)
6805,positive,Southwest,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,0,Central Time (US & Canada)
7011,positive,Southwest,@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi,0,
7007,positive,Southwest,@SouthwestAir I will do just about anything tO GO TO THE VEGAS SHOW PLEASE MAN,0,
8316,positive,American,@AmericanAir My father loved working for you as well as PanAm,0,Arizona
780,negative,United,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,0,Eastern Time (US & Canada)
6817,positive,Southwest,@SouthwestAir really easy for locals to get down to the strip. book.,0,
8339,positive,American,@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks,0,Quito
651,negative,US Airways,@USAirways only sympathy she offered was holding a reservation until Monday night. That's pretty awesome if you ask me...,0,
6510,positive,United,@united Thank You,0,Mountain Time (US & Canada)
2196,negative,United,"@united I understand the intent was not to inconvenience, but catching a cab back to the airport to show them wet clothes wasn't an option.",0,Hawaii
369,negative,United,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter,1,
377,negative,US Airways,@USAirways are people going to answer our calls?,0,
6909,positive,Southwest,@SouthwestAir think you have great people working for you.,0,
2216,negative,US Airways,@USAirways Flight 496. How are u going to compensate me for sitting on the tarmac for 90+ mins and missing my PHX - BOS connection?,0,Quito
6643,positive,United,"@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1",0,Sydney
1613,negative,Delta,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever",0,
7813,positive,Delta,@JetBlue tried again. Lovely customer service. Thank you!,0,Mountain Time (US & Canada)
962,negative,US Airways,@usairways 3rd time cut off after 10+ minutes on hold with Chairmans desk?!??? Wth how are we supposed to rebook Cancelled Flightled flights?!?!?,0,Eastern Time (US & Canada)
7834,positive,Delta,@JetBlue I will. I love flying with you all. Great service.,0,Pacific Time (US & Canada)
8174,positive,American,"@AmericanAir great, thanks!",0,
6649,positive,United,"@united Thanks, I will!",0,Pacific Time (US & Canada)
359,negative,American,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,0,
1246,negative,US Airways,@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr,0,
7348,positive,Delta,@JetBlue sure is 💙,0,Central Time (US & Canada)
6400,positive,United,"@united Thanks so much , my passport was recovered",0,Quito
2567,negative,United,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,0,Central Time (US & Canada)
2037,negative,US Airways,@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.,0,Eastern Time (US & Canada)
772,negative,Southwest,@SouthwestAir I want to file a formal complaint against a disgruntled employee @ LaGuardia who ruined mltple people's travel plans yesterday,0,Pacific Time (US & Canada)
8001,positive,US Airways,@USAirways I appreciate your prompt response.,0,Eastern Time (US & Canada)
562,negative,American,@AmericanAir BRING MY FIANCÉ @meerikangas BACK TO ME!,1,Atlantic Time (Canada)
7960,positive,US Airways,"@USAirways thank you! It's # 1875 from BWI, keep seeing different stats, from delayed to awaiting take off to delayed...",0,Mountain Time (US & Canada)
1674,negative,Delta,@JetBlue flight was two days ago. Flight 1918 from POS.,0,
365,negative,Southwest,"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?""",0,Quito
8457,positive,American,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever,0,Eastern Time (US & Canada)
147,negative,US Airways,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.,0,
8402,positive,American,@AmericanAir I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.,0,Central Time (US & Canada)
6874,positive,Southwest,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,0,Central Time (US & Canada)
407,negative,American,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,0,Central Time (US & Canada)
8039,positive,US Airways,@USAirways - done :),0,Arizona
1031,negative,Southwest,"@SouthwestAir @Kaneshow @InternJohnRadio @mrerickv THIS IS EVERYTHING... now, return that jet so we can go to Miami!",0,Quito
8298,positive,American,@AmericanAir thank you. They are processing my refund.,0,
855,negative,US Airways,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...,0,
78,negative,United,@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,0,London
2247,negative,Southwest,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",0,
6465,positive,United,"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT",0,Brussels
7954,positive,US Airways,@USAirways an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!,0,London
8389,positive,American,@AmericanAir Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  🇺🇸✈️,0,Eastern Time (US & Canada)
6747,positive,Southwest,"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!",0,Central Time (US & Canada)
788,negative,US Airways,@USAirways are you going to do anything to help stranded travelers of flight 680?! No communication from anyone. All of us dumped here.,0,Eastern Time (US & Canada)
2279,negative,Southwest,@SouthwestAir still on the ground &gt;30mins after planned departure. And this is California. No weather here. Originally told 10 min delay.,0,
7233,positive,Southwest,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,0,Atlantic Time (Canada)
6535,positive,United,Thank you @united for your prompt assistance.,0,Eastern Time (US & Canada)
424,negative,Delta,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?,0,Eastern Time (US & Canada)
392,negative,Delta,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,0,Eastern Time (US & Canada)
6517,positive,United,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,1,
16,negative,Delta,@JetBlue got it wish they would communicate more w us,0,Atlantic Time (Canada)
2672,negative,American,@AmericanAir your advantage agents are horrible! I've been waiting for 5 hours for a call back only to be hung up on by a rude agent!,0,Central Time (US & Canada)
7966,positive,US Airways,@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!,0,Eastern Time (US & Canada)
1459,negative,American,@AmericanAir 1st leg of my flight 2 nyc tomorrow has been Cancelled Flightled. if you make me hold for 2hrs i may miss my only chance back home!,0,Quito
6300,positive,United,@united These are great fares!!!!!,0,Atlantic Time (Canada)
6378,positive,United,"@united thanks, it was my first time in a United lounge and felt welcomed.",0,Pacific Time (US & Canada)
7604,positive,Delta,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",2,Eastern Time (US & Canada)
6750,positive,Southwest,@SouthwestAir  I USED to always fly Southwest.,0,
8245,positive,American,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.,0,London
7405,positive,Delta,"@JetBlue good to know, thanks so much!",0,Eastern Time (US & Canada)
2355,negative,US Airways,@USAirways Not happy with start of trip!  Cancelled Flightled flight #poor customerservice,0,
2442,negative,Delta,@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!,0,Quito
8080,positive,US Airways,@USAirways Dude named Shaquille at the desk in Charlotte was incredibly professional and helpful vs. some crazy angry people tonight,0,
7990,positive,US Airways,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",0,Eastern Time (US & Canada)
6781,positive,Southwest,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",0,Pacific Time (US & Canada)
464,negative,Southwest,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,2,Central Time (US & Canada)
163,negative,US Airways,"@USAirways and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today",0,
7530,positive,Delta,@JetBlue great flight http://t.co/E0R0NTO4TR,0,
7797,positive,Delta,@Jetblue first airline to use #applepay in flight #airlines,0,Pacific Time (US & Canada)
8270,positive,American,@AmericanAir thanks 😩. idk if it still Late Flight but I hope I get it tonight 😭,0,Atlantic Time (Canada)
241,negative,Southwest,"@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow.",0,
2009,negative,American,@AmericanAir Sorry that is a sad answer a fully refundable first fare and no response in 6 weeks ! No more AA in my future !,0,
900,negative,United,@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,0,
6821,positive,Southwest,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR,0,Eastern Time (US & Canada)
2293,negative,American,@AmericanAir you know nothing about customer service and I'll make sure everyone knows it,1,
7226,positive,Southwest,"@SouthwestAir I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time, but I need a Cancelled Flightlation this time. 🙏",0,
1764,negative,United,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,0,
1549,negative,US Airways,@USAirways I already let them know and sent 4 complaints.  Got a call back finally when I was asleep and there is no return call back #,0,
6590,positive,United,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.",0,Pacific Time (US & Canada)
2044,negative,US Airways,@USAirways @AmericanAir I'm a chairman who was in 1st class on both my flights today. System Cancelled Flightled my tickets and kicked me out of 1st.,0,
767,negative,US Airways,"@USAirways They provided no options. Since you all have a better sense of the weather, I hoped you could suggest.",0,Eastern Time (US & Canada)
1508,negative,United,@united rebooked.  This one is Late Flight too.,0,Central Time (US & Canada)
7236,positive,Southwest,"@SouthwestAir - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto",1,London
7696,positive,Delta,@JetBlue definitely!,0,Eastern Time (US & Canada)
819,negative,Southwest,@SouthwestAir 😅 you won't let me change my reservation online so now I'm just wasting my time. http://t.co/mHA3xXaeD5,0,
1403,negative,Southwest,"@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!",0,America/Chicago
1382,negative,American,"@AmericanAir @derekc21 , to my surprise  BA doesn't  have  me registered in the system , I was getting hopeful :(, Lets step it up , Okay ?",0,Mountain Time (US & Canada)
2148,negative,American,@AmericanAir wht n 👎 experience w/aa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv.?,0,Alaska
1638,negative,US Airways,"@USAirways @AmericanAir I was meant to fly on Sat, you just made it Tues, I can't afford to stay in a hotel for another TWO nights!",0,Central Time (US & Canada)
608,negative,Delta,Why @JetBlue let someone from black Twitter in their multimedia department?,1,Central Time (US & Canada)
399,negative,United,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,0,
882,negative,American,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,0,Quito
7780,positive,Delta,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,0,Eastern Time (US & Canada)
1179,negative,United,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?",0,Central Time (US & Canada)
2130,negative,US Airways,@USAirways FINALLY leaving 4 home from NC. Will lodge respectful complaints!! Mechanical issue after cleared for runway? #5hourwait #nocrew,0,
456,negative,Delta,@JetBlue Why was flight 669 forced to return to NY when there was a malfunction? Why not land in the countless air strips surrounding Chi?,0,Atlantic Time (Canada)
6634,positive,United,"@united all goods, I'll call tomorrow, thanks.",0,Sydney
7500,positive,Delta,@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!,0,
1950,negative,Delta,@JetBlue seriously?? What is going on?! http://t.co/mTHM9waObu,0,Eastern Time (US & Canada)
689,negative,American,@AmericanAir the flight I'm trying to change is in 4 hours and I've been trying to reach an agent for 72 now. THIS IS UNBELIEVABLE.,0,Eastern Time (US & Canada)
6886,positive,Southwest,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,0,Mountain Time (US & Canada)
8308,positive,American,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!,0,
1953,negative,American,@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with,0,Mountain Time (US & Canada)
2710,negative,Southwest,@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?,0,
6444,positive,United,@united thanks,0,Central Time (US & Canada)
6480,positive,United,@united yes to more food! Add some gluten free options while you're at it,0,Mountain Time (US & Canada)
7552,positive,Delta,@JetBlue thanks for getting me to Orlando early #happiness,0,
1884,negative,American,@AmericanAir Are you people cruel or just stupid? Why are you posting my personal email on the damn Internet? Have u lost your mind?!,1,Eastern Time (US & Canada)
6571,positive,United,@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,0,Central Time (US & Canada)
7697,positive,Delta,@JetBlue okay awesome! Thank you!,0,Quito
2494,negative,US Airways,@USAirways gate agents are now working with everyone to resolve connecting flight issues which is my concern,0,
845,negative,Delta,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice,0,
542,negative,Virgin America,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,0,
6953,positive,Southwest,@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!,7,Central Time (US & Canada)
7123,positive,Southwest,@SouthwestAir @FortuneMagazine Congrats!,0,Atlantic Time (Canada)
8374,positive,American,@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!,0,Eastern Time (US & Canada)
2964,negative,United,@united was told by Supervisor that United disconnected their customer support # so there was nobody to address it now. #igiveup,1,Central Time (US & Canada)
2529,negative,American,"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet""",0,Casablanca
1048,negative,American,@AmericanAir Flight 2559 it's been delayed every hour since 8:55 am.,0,Central Time (US & Canada)
